category,weight,wing,tarsus,blength,bdepth,bwidth,Prin1,Prin1 2,Prin2
fortis,16.8,68,19,11,9,8.5,-0.152166222,-0.307726347,-0.179996427
fortis,18.73,67.3,19.03,11.87,10.33,9.37,0.190039464,1.820257441,-0.643521375
fortis,16.8,66,18.4,11.3,9.2,9,-0.837106267,0.421268992,-0.321562721
fortis,15.6,65,18.5,11.2,9.9,9,-1.251654017,0.931255264,-0.676984524
fortis,18.05,67.5,18.2,10.2,8.45,8.25,-0.371417165,-1.210859363,-0.292381461
fortis,18.41,69.33,19.2,11.19,9.81,8.95,0.578161991,0.810308122,-0.621522564
fortis,16.4,69,19.5,11.8,9.5,8.7,0.201448434,0.508238914,-0.02340287
fortis,17.26,66.84,19.1,11.29,9.56,8.45,-0.204563358,0.160818057,-0.228159504
fortis,17.13,66.34,18.8,11.84,10.02,8.98,-0.485601363,1.193152631,-0.350017525
fortis,16.8,68,19.1,11,9.8,8.8,-0.099410408,0.600634797,-0.657954919
fortis,15.1,61,17.4,9.8,8.5,7.1,-2.686737036,-2.408907406,-0.016609114
fortis,14.45,66,17.5,9.7,8.1,7.5,-1.866314683,-2.357642925,-0.087577038
fortis,12.5,63,16.77,8.83,7.32,7.5,-3.264078965,-3.21553472,-0.257147682
fortis,17.7,68,18.9,11.7,9.8,9.3,0.007403702,1.293529028,-0.48391224
fortis,19.2,70,19.2,12.3,10.7,10,0.887952535,2.845080552,-0.842125457
fortis,15.1,71,18.8,11.4,9.7,8.9,-0.106129833,0.738869199,-0.430762992
fortis,16.41,68.33,19,11.94,10.01,9.1,-0.18338719,1.331673229,-0.343182561
fortis,17,68.65,19.1,10.5,9.63,8.56,0.067504767,0.088628296,-0.763690577
fortis,17.51,69.84,19.5,11.29,8.71,8.15,0.618047011,-0.786078548,0.271069724
fortis,13.73,62.34,17.9,11.04,8.02,9.58,-2.499333465,-0.000759755,-0.23549362
fortis,17,68,18.8,11.2,9.8,8.7,-0.210494352,0.562390576,-0.496816328
fortis,14.46,62.33,17.99,9.64,8.71,8.05,-2.281475493,-1.370261173,-0.633974578
fortis,14,63,18.6,9.3,8.2,7.8,-1.944771343,-2.106818973,-0.498271265
fortis,17.39,66.65,20.05,11,10.52,10.06,0.292287655,2.381079253,-1.542285755
fortis,20.16,67.83,20.95,11.29,10.37,9.75,1.637940461,2.049532179,-1.169127894
fortis,16.67,66.75,17.97,10.37,9.17,8.8,-0.956473603,-0.070826173,-0.753022151
fortis,16.6,68,20.1,12,10.4,9.4,0.380964232,1.941749702,-0.612142117
fortis,16.6,70,19.3,11.1,9.5,8.8,0.327322884,0.398932214,-0.472698999
fortis,15.14,65.15,18.1,10.35,9.11,8.26,-1.543568929,-0.648199541,-0.491295464
fortis,15.51,68.33,18.45,11.54,9.61,8.9,-0.685869903,0.710819627,-0.311791558
fortis,16.29,67.09,20.05,12.01,9.86,9.24,0.113827556,1.372894399,-0.303254104
fortis,14.6,67,20.1,10.3,9,8.5,-0.275073321,-0.514297635,-0.583416981
fortis,15.3,65,19.2,10.8,9.2,8.5,-0.953138567,-0.21260487,-0.380342384
fortis,14.36,67.33,18.3,9.89,8.36,8.05,-1.220511314,-1.566233941,-0.341000661
fortis,16.51,65.84,19.15,11.49,10.11,9.05,-0.539326147,1.227316029,-0.622128028
fortis,15.45,63.5,18.95,10,8.25,8.45,-1.32594435,-1.229492398,-0.414312685
fortis,15.44,65.66,19.2,11.55,9.43,8.76,-0.798536415,0.438872561,-0.165227954
fortis,15.91,66.94,19.25,11.14,8.71,8.4,-0.425497986,-0.587182352,0.069933525
fortis,18.9,70,19.6,11.7,9.9,8.84,1.028200544,0.923182843,-0.315426066
fortis,17.7,68,19,10.6,9.2,8.3,0.060159516,-0.466154416,-0.403854249
fortis,14.6,67,17.9,10.2,9.2,8.3,-1.435701224,-0.584195152,-0.63438028
fortis,14.33,66.34,18,9.24,8.42,7.08,-1.568216835,-2.655274092,-0.296137265
fortis,16.3,65.5,19,10.9,9.3,8.35,-0.730631418,-0.251920647,-0.296438984
fortis,17.5,70.5,19.25,11.3,10,8.95,0.605372005,0.989204076,-0.6389567
fortis,17.35,68,18.2,10,8.7,8.65,-0.444458115,-0.688144071,-0.697500454
fortis,18.71,66.83,19.39,10.94,9.87,8.75,0.288666831,0.588246038,-0.699375066
fortis,14.83,65.34,19.8,10.94,9.42,8.48,-0.684856025,-0.021187501,-0.384074394
fortis,16.53,65.7,18.3,10.57,9.07,9,-1.008820576,0.10565245,-0.686968815
fortis,13.3,66,17.95,9.4,7.95,7.8,-1.90021863,-2.269986095,-0.33428608
fortis,17.43,65.34,19.1,12.84,10.72,9.38,-0.440761257,2.416809282,-0.254995045
fortis,15.83,66.34,19.1,11.84,9.72,8.88,-0.634026654,0.864675276,-0.176517538
fortis,15.3,67,18.06,10.1,8.9,8.72,-1.186149682,-0.436406831,-0.75706479
fortis,19.6,66,19,11.2,10.1,9,0.139997577,1.085397109,-0.762067466
fortis,14.3,66,18.8,9.5,8.7,8.2,-1.215876727,-1.27338564,-0.779217904
fortis,15.36,65.33,18.8,11.04,9.67,8.7,-1.089219921,0.414982083,-0.533722829
fortis,16.62,66.84,19.25,11.49,9.81,9,-0.276416829,0.947470968,-0.471565828
fortis,14,62,17.3,9.5,8.1,7.9,-2.814799503,-2.027604939,-0.386342354
fortis,18.3,67,19,11.9,10.6,9.1,0.017507426,1.774587597,-0.617229842
fortis,18.03,69.34,20.4,10.24,8.82,8.58,1.123425137,-0.592919735,-0.578121698
fortis,16.5,71,19.05,10.8,7.8,7.9,0.356044182,-1.875185314,0.490491659
fortis,15.76,65.33,19.4,10.99,8.96,8.65,-0.678318044,-0.195608851,-0.237556352
fortis,15.53,67,19.07,10.1,9.03,8.57,-0.599054941,-0.482111514,-0.74355534
fortis,19.6,70.2,19.36,10.52,8.98,8.44,1.103569347,-0.523148168,-0.420594024
fortis,16.7,67,19.6,10.4,9.4,8.4,-0.043425669,-0.27376835,-0.650075781
fortis,14.7,65,18.8,10.8,9,8.7,-1.305712314,-0.172217538,-0.387010592
fortis,15.7,67,18.15,11.15,8.8,8.85,-1.044302455,-0.077176855,-0.169030736
fortis,15,64.5,18.45,9.85,8.7,8.3,-1.511683706,-1.072835407,-0.623383202
fortis,16.21,66.33,19.09,10.64,8.76,7.85,-0.551495617,-1.231153048,0.012820914
fortis,15.7,64,18.1,10.3,9.3,8.5,-1.623288105,-0.283084868,-0.711041393
fortis,16.25,62.5,18,9.1,8.4,8,-1.822593173,-1.81716832,-0.790368372
fortis,16.6,65,19.3,11.7,10.1,9.1,-0.593690021,1.330212618,-0.519785503
fortis,15.06,69.83,19.74,11.34,9.21,9.05,0.164821097,0.489412453,-0.325702052
fortis,13.03,65.34,18,9.94,8.62,8.28,-2.059112148,-1.127385897,-0.528306554
fortis,15.71,67.84,19,10.39,9.21,8.75,-0.438788695,-0.082728061,-0.73557465
fortis,15.5,65.5,18.95,9.95,7.9,7.4,-0.945743313,-2.535273898,0.187460248
fortis,16.95,67.5,19.12,12.17,9.92,9.27,-0.145572913,1.495532623,-0.250331247
fortis,11.8,62,16.9,9.2,7.3,7.1,-3.544841228,-3.510819578,0.148099491
fortis,11.93,58.84,17.55,9.34,7.92,7.28,-3.753339322,-2.816589343,-0.117549553
fortis,17.8,66.5,18.75,10.95,8.35,8.25,-0.324442142,-1.066603905,0.182396318
fortis,17.3,70,19.35,11.15,9.3,8.3,0.518843031,-0.226777481,-0.129422428
fortis,18.5,69,19.7,11.7,10,9.4,0.802386782,1.544935461,-0.614870757
fortis,15.64,68.15,19.55,11.8,8.88,8.16,-0.108043143,-0.494829582,0.488082355
fortis,18.8,69,19.6,12.3,10.2,9.1,0.820406214,1.584344644,-0.216537927
fortis,14.59,66.65,19.55,10.95,8.77,8.16,-0.632060375,-0.830444161,0.045010158
fortis,15.9,69.25,18.95,11.45,10.12,9.23,-0.16061664,1.398295307,-0.732010814
fortis,16.16,63.83,18.94,10.04,8.87,8.2,-1.102931664,-0.983010078,-0.540328263
fortis,18.43,69.34,20.2,11.84,10.12,9.58,1.112280504,1.853811085,-0.667812446
fortis,16.04,68.65,19.1,10.7,8.97,8.16,-0.15897602,-0.750077777,-0.184151553
fortis,16,66,17.5,10.5,9.1,8.5,-1.500642579,-0.378206345,-0.510695436
fortis,16.57,63.3,18.97,10.47,8.97,8.77,-1.088006119,-0.22463721,-0.596545029
fortis,19.1,67,18.9,11.1,10.3,9.1,0.153485602,1.307293358,-0.950657491
fortis,18.85,67,19.1,10.9,9.6,9,0.200017858,0.611511945,-0.722254635
fortis,15.2,63,18.1,10,8.6,8.4,-1.925449429,-1.008376465,-0.540270045
fortis,17.2,72,19.3,11.8,9.4,8.9,0.837278538,0.625697169,-0.072612549
fortis,15.9,70,18.8,11.3,8,8,-0.101598425,-1.47622796,0.64769068
fortis,16.46,66.33,19.8,11.34,9.87,8.8,-0.117949967,0.754919068,-0.491786822
fortis,13.73,67.34,20.4,11.04,9.12,8.48,-0.259425215,-0.222890084,-0.198818474
fortis,17.2,69,19,10.5,9.5,8.9,0.126403354,0.319135699,-0.86436362
fortis,14.36,65.33,18.5,10.19,7.97,7.95,-1.483404848,-1.875544574,0.043681174
fortis,15.2,65.5,18.45,10.9,9.35,8.8,-1.280297628,0.224305463,-0.524149808
fortis,14.73,66.34,18.3,10.94,9.82,8.88,-1.315582399,0.676154542,-0.737742578
fortis,15.7,68.3,19.77,11.7,9.87,9.07,0.049805084,1.12377012,-0.408177447
fortis,15.8,67,18.9,11.1,9.8,9.4,-0.625042103,1.213732512,-0.875576862
fortis,18.85,69,19.5,10.9,8.9,8.45,0.779446275,-0.462939747,-0.172148676
fortis,17.37,68.67,18.93,10.83,9.1,8.73,0.068793405,-0.057114184,-0.426025283
fortis,18.75,67.5,19.35,11.15,9.6,8.65,0.400416934,0.344861346,-0.417611353
fortis,16.86,70.33,20.15,11.64,10.51,9.25,0.897872699,1.774394171,-0.797597801
fortis,17.5,70,20.2,10.8,9.5,8.9,1.014450946,0.407666251,-0.691469097
fortis,17.03,64.33,19.03,10.63,9.27,8.63,-0.758101928,-0.082378573,-0.567733224
fortis,17.9,66,20,10.6,9.3,9.1,0.266495989,0.389033215,-0.81340032
fortis,13.96,64.33,18.95,9.99,8.36,8.2,-1.524573262,-1.390826874,-0.352182516
fortis,13.96,64.83,18.85,10.59,8.86,8.15,-1.485227785,-0.877043452,-0.196163036
fortis,16,68,19.9,9.7,8.8,8.1,0.133902113,-1.234558938,-0.660620785
fortis,16.15,69.5,20.05,11.15,9.3,8.45,0.524727328,-0.080880598,-0.19823579
fortis,13.93,66.34,18,10.94,8.82,8.18,-1.662583829,-0.775406801,0.008801157
fortis,16.01,66.83,18.74,11.29,8.91,8.2,-0.691223172,-0.583304409,0.163048995
fortis,14.5,66,18.9,11.3,9.9,8.9,-1.115937416,0.86350086,-0.573477442
fortis,15.2,66,18.3,10.9,9.2,8.5,-1.267330058,-0.183094686,-0.322710876
fortis,16.19,67.33,19.79,11.14,9.21,8.83,-0.002720689,0.21640999,-0.340038802
fortis,14.5,65,17.95,9.45,8.65,8.1,-1.801320228,-1.423940781,-0.740887348
fortis,14.73,66.34,18.9,10.74,9.02,8.48,-0.999047517,-0.388491559,-0.329171526
fortis,18.6,71,19.55,11.6,10.35,9.65,1.115249972,2.028334976,-0.93608635
fortis,16.93,70,19.63,11.1,9.77,9.07,0.57926984,0.869638093,-0.711425023
fortis,14.6,63,18.6,10.8,9.45,8.8,-1.803220852,0.271866201,-0.624322786
fortis,16.45,69,18.3,10.75,9,8.65,-0.419825457,-0.235604924,-0.392888558
fortis,15,66.5,17.3,9.45,8.25,8.3,-1.749970403,-1.537695293,-0.662472614
fortis,16.7,66,20,10.9,9.2,8.7,-0.016604995,0.011434491,-0.414462026
fortis,14.8,64,19,11,9.7,9,-1.360811518,0.718093052,-0.707164598
fortis,17.9,67,19.25,11.8,10.35,9.4,0.055029966,1.844193873,-0.706134397
fortis,19,71,20.5,11.9,9.6,9.2,1.710797197,1.101142963,-0.237690708
fortis,14.9,63,18,10.4,9.5,8.7,-2.048980488,0.095096337,-0.830243977
fortis,16.91,70.83,18.95,11.79,8.71,8.6,0.368700099,-0.200836979,0.352787175
fortis,15.8,66.67,19.53,11.6,9.8,9.03,-0.353467328,1.001404455,-0.417679695
fortis,15.46,69.84,19.09,10.24,8.96,8.45,-0.081882672,-0.611464409,-0.578041509
fortis,18,66,19.1,10.9,9.5,9.1,-0.184714587,0.631705612,-0.725588739
fortis,19.7,68,18.8,12.8,11.2,10,0.426482861,3.377986084,-0.766675273
fortis,16.83,68.34,18.6,11.84,9.92,9.18,-0.293483075,1.310610886,-0.399227204
fortis,15.22,65.33,19,11.04,8.91,8.65,-1.016736741,-0.219389221,-0.187469862
fortis,17.19,71.33,20.29,11.14,9.91,9.13,1.23378619,1.047700211,-0.775455824
fortis,15.13,64.34,19.8,10.84,9.62,8.88,-0.79828336,0.492502513,-0.710291144
fortis,15.7,64,18.4,10,8.4,8.3,-1.465020663,-1.259782898,-0.409311528
fortis,16.81,67.83,19.79,12.29,10.06,9.35,0.235649443,1.716655806,-0.277431957
fortis,12.5,62,17.9,9.5,7.5,7.35,-2.85214085,-3.02498571,0.121222134
fortis,17.05,67.5,19.95,11.7,10.5,9,0.31589209,1.541231718,-0.644075811
fortis,14.1,68,18.5,10,8.5,8.4,-1.052922503,-1.085447387,-0.497728574
fortis,19.65,68.5,20.15,11,9.25,9.05,1.218991763,0.419906196,-0.538665767
fortis,15,66,18.4,10.1,8.7,8.3,-1.261757742,-0.999059947,-0.479304433
fortis,13.55,63.25,19.17,10.75,7.77,7.15,-1.704175429,-2.642546096,0.818505159
fortis,13.13,62.34,17.1,9.04,7.42,6.98,-3.062930466,-3.582268272,0.059890003
fortis,15.8,69,19,10.9,9.5,9,-0.203881127,0.534441023,-0.679713164
fortis,15.3,67,18.5,11,10,9.4,-0.954024101,1.338364173,-1.018291311
fortis,15.43,67,19.1,10.57,8.7,8.3,-0.606819945,-0.860362082,-0.208436347
fortis,16.3,69,19,11.3,8.6,8.3,-0.085922384,-0.722008661,0.25481513
fortis,16.63,66.34,19.5,11.04,9.22,8.88,-0.23426941,0.243239192,-0.424862245
fortis,13.91,63.83,18.1,10.89,9.11,8.85,-2.076894844,0.085016525,-0.450751216
fortis,16.4,66,18.5,10.75,9.35,8.7,-0.878717447,0.082775598,-0.564721494
fortis,20.1,68,20.5,11.8,8.9,8.7,1.417698689,0.04581338,0.231845956
fortis,15.21,63.83,18.09,9.94,8.11,8.05,-1.775477693,-1.744156154,-0.20583123
fortis,14.7,65,19,10,8.4,8.3,-1.200200686,-1.259782898,-0.409311528
fortis,18.6,68,18.4,11.1,9.4,8.7,-0.044049629,0.224596703,-0.384281953
fortis,15.7,67,19.05,10.85,9.55,8.75,-0.569500131,0.315059921,-0.615110716
fortis,13.8,61,18.4,10.4,8.4,7.3,-2.46587163,-2.114388047,0.279970253
fortis,14.16,65.84,18.85,10.64,8.91,8.7,-1.251999681,-0.288797662,-0.440933681
fortis,14.31,62.83,18.85,10.19,8.66,8.4,-1.771061827,-0.906064562,-0.456295063
fortis,13.8,66,18.7,10,8,7.8,-1.386591284,-2.05438953,-0.009767769
fortis,13.45,64.5,18.55,9.85,8.4,7.5,-1.824599996,-2.082164882,-0.128754189
fortis,16.1,68,19,10.8,9.5,8.9,-0.317308462,0.407666251,-0.691469097
fortis,17.1,68,19.7,11.6,10.1,9.2,0.28789972,1.397967022,-0.623292586
fortis,14.3,63,17.8,10,8.1,7.9,-2.296042608,-1.880054019,-0.098184815
fortis,17,67,19,11.85,11,9.95,-0.289185306,2.894865197,-1.206153867
fortis,12.46,61.83,18.24,9.24,7.81,7.45,-2.713522222,-2.765527741,-0.206373921
fortis,17.3,68,19.2,11.9,9.2,8.5,0.071304149,0.112007154,0.253604201
fortis,15.6,68,18.5,11.6,9.45,8.7,-0.699046274,0.410683085,-0.11739515
fortis,13.71,66.83,19.84,11.14,9.11,8.7,-0.653519438,0.012895102,-0.237859084
fortis,17.4,66,18,10.5,9.5,8.9,-0.90657903,0.319135699,-0.86436362
fortis,14.77,66.7,17.95,10.8,8.3,8.2,-1.424478119,-1.198036937,0.140157579
fortis,18.6,69,19.9,11.6,10.8,9.7,0.931490158,2.423786421,-1.150460757
fortis,17.81,66.33,19.8,11.04,9.61,8.95,0.200538639,0.611901001,-0.622886884
fortis,16.4,67,19.5,10.6,9.35,8.35,-0.166956729,-0.301915738,-0.490604243
fortis,16,67,18.6,11.5,10,8.4,-0.736126047,0.513269207,-0.271378022
fortis,15.53,67,19,9.83,8.5,8.13,-0.63598401,-1.398229089,-0.471838085
fortis,14.61,63.83,19.35,10.19,8.06,8,-1.252304931,-1.75754845,-0.017543937
fortis,15.96,64.83,18.8,10.39,8.76,8.3,-1.03977072,-0.86723786,-0.337697943
fortis,15.43,67.34,19.6,11.04,9.82,8.98,-0.280411999,0.802929314,-0.725986645
fortis,14.46,64.83,18.35,10.54,8.71,8.35,-1.631048111,-0.812875751,-0.252917734
fortis,13.83,64.34,18,9.94,8.52,8.28,-2.05458074,-1.204456819,-0.485765083
fortis,15.13,67.34,20.3,10.04,8.22,8.18,0.018103452,-1.503423991,-0.254633588
fortis,14.77,68.33,18.67,9.97,8.8,8.23,-0.744386053,-1.028437476,-0.564653961
fortis,15.6,66,17.8,9,7.4,7.1,-1.436742133,-3.492769023,-0.009704996
fortis,13.7,64,18.15,10.25,8,8.05,-2.06874517,-1.737452598,0.019622062
fortis,17.05,72.5,19.55,11.1,9.65,8.9,1.02588174,0.611803186,-0.58238678
fortis,16,65,18.9,10.75,8.9,7.95,-0.946263768,-0.993527966,-0.029218062
fortis,15.05,64,18.95,10.65,9.15,8.95,-1.328210054,0.142285041,-0.651958998
fortis,14.8,65,18.7,10.5,8.4,7.6,-1.334876379,-1.793084098,0.199975036
fortis,14,66.5,18.85,10,8.15,7.9,-1.168172775,-1.841518558,-0.119455551
fortis,14.8,64,18.1,10.6,8.8,8,-1.835613842,-1.06623187,-0.09606164
fortis,16,66,19.8,11.5,9.4,8.9,-0.287258863,0.537166617,-0.245507072
fortis,17.8,68,19.3,11.6,10.6,9.2,0.242018706,1.783321634,-0.83599994
fortis,17.2,68,18.3,11.4,10.1,8.9,-0.427089924,1.047152888,-0.600928876
fortis,18.6,67,19.6,11.3,10.4,9.4,0.404817555,1.735178414,-1.015562671
fortis,16.5,67,19.5,10.8,9.4,8.7,-0.14336498,0.136066151,-0.557176476
fortis,19.3,68.5,19.7,11.2,10.1,9.3,0.899019481,1.377190875,-0.899694191
fortis,15.8,67,18.5,10.8,9.5,9,-0.836065358,0.504930839,-0.737344672
fortis,16.2,65,18.2,11.5,9.8,9.4,-1.268370967,1.331773248,-0.645050831
fortis,17.8,68,18.65,11.65,10.3,9.5,-0.100894084,1.858657724,-0.817186499
fortis,14.97,66.33,18.07,10.13,8.9,8.23,-1.3821426,-0.904150259,-0.51498502
fortis,15.5,68,19.15,10.55,8.85,8.6,-0.379725233,-0.45886397,-0.42140158
fortis,17.5,65,18.4,10.5,9.5,8.8,-0.856166607,0.22187111,-0.818488045
fortis,16.01,65.33,20.25,10.64,8.47,8.5,-0.170914255,-0.822438897,-0.162000059
fortis,16.47,67,20,11.13,9.7,9.63,0.113336564,1.369223199,-0.921259761
fortis,14.8,70,18.5,10.9,9.6,8.8,-0.519375101,0.416982768,-0.630503485
fortis,16,66,19.05,11.05,9.25,8.9,-0.682927466,0.288764405,-0.44103665
fortis,14.1,70,19.2,10.7,9.2,8.8,-0.315226645,0.049678711,-0.575600617
fortis,17.25,71.5,19.2,11.8,9.3,8.5,0.704217308,0.159567892,0.153431222
fortis,14.9,66,19.3,10.7,9.2,8.8,-0.810547166,0.049678711,-0.575600617
fortis,18.4,69,18.7,10.4,9.1,9,0.251236896,0.078606414,-0.797704819
fortis,18.3,71,19.7,11.3,10.2,9.3,1.123608447,1.483771981,-0.884604155
fortis,14,69,18.2,10.9,8.6,7.9,-1.050579112,-1.229107751,0.2077914
fortis,16.2,70,18.8,11,9,8.3,-0.030823179,-0.502255524,-0.088245277
fortis,16.1,66,18.7,10.9,8.8,8.6,-0.843981066,-0.394113787,-0.198420568
fortis,13.1,64,17.5,10.8,8.1,8.1,-2.553208451,-1.44944337,0.271116096
fortis,13.8,66,17.9,10.2,8.2,8.6,-1.808637794,-1.063110609,-0.346592296
fortis,16.5,69,19.1,10.8,9,8.9,0.014016927,0.022311639,-0.478761742
fortis,16.7,69,18.5,10.9,9.8,8.8,-0.255334458,0.571124613,-0.715586427
fortis,15,68,18,10.2,9.1,8.4,-1.104375835,-0.564001485,-0.637714384
fortis,20.3,73,21,12.5,9.9,9,2.64967416,1.314887657,0.072225076
fortis,18,70,20.7,11.3,9.2,8.5,1.396188758,-0.06505395,-0.092184845
fortis,17.8,70,18.7,10.3,9.5,9.3,0.293888985,0.649173685,-1.163128935
fortis,15.55,69.5,18.35,9.4,8.5,8.7,-0.513671998,-0.970714726,-0.981144346
fortis,16.75,69.5,19.05,11.05,9.4,8.95,0.138719682,0.453003083,-0.527786644
fortis,15.4,67,18.9,10.7,9.4,9.1,-0.719409097,0.495614321,-0.798310284
fortis,12.9,66,18.1,9.7,8.6,8.4,-1.915451904,-1.096907017,-0.713164568
fortis,16.4,69,19.5,10.6,9,8.8,0.201448434,-0.133973317,-0.548149183
fortis,14.8,68.5,18,10.8,8.8,8.8,-1.059458041,-0.229094794,-0.347803225
fortis,12.8,67,17.07,9.53,8.27,7.97,-2.298225953,-1.819646104,-0.473486305
fortis,15.7,68,19.1,11.9,10.3,9.3,-0.358919643,1.737904007,-0.581356579
fortis,15.2,67,18.3,10.6,9.2,8.4,-1.083127477,-0.368889827,-0.449729824
fortis,15.4,70,19.1,10.8,9.6,9,-0.061289727,0.582001761,-0.779886143
fortis,14.5,65.5,19,11.05,9.8,8.7,-1.155282893,0.5181253,-0.58326359
fortis,17.6,68,19.7,12.5,10.3,9.7,0.405858463,2.304023466,-0.419069833
fortis,15.6,66,18.7,12.1,9.8,8.7,-0.961939809,0.827982233,0.021867241
fortis,15.6,68,19.4,10.9,10.1,8.8,-0.22424395,0.80233738,-0.843210839
fortis,16,69,19.4,10.7,9.3,9,0.054325625,0.321278811,-0.709893238
fortis,17.1,68,19.7,10.8,9.5,8.9,0.28789972,0.407666251,-0.691469097
fortis,17.6,69,18.6,12,10,9.6,0.009747093,1.82799519,-0.533727384
fortis,15.85,68,19.25,11.65,9.95,9.65,-0.244398299,1.734806379,-0.737104713
fortis,14.7,68,19.8,10.6,9,8.7,-0.225546433,-0.231237906,-0.502273608
fortis,16.7,68.5,19,10.75,9.05,8.7,-0.08365668,-0.148437169,-0.437097081
fortis,14.3,66,18.1,11.1,9,8.6,-1.585167423,-0.180951574,-0.168240494
fortis,17.1,69,18.7,10.9,9.2,8.9,-0.055455836,0.205963668,-0.506213176
fortis,16.1,68,19.7,10.9,10.4,9.5,0.051982234,1.714402266,-1.291964277
fortis,15.3,67,19.3,11.3,9.9,9.1,-0.531977591,1.058030037,-0.665228592
fortis,18,67,19.1,11.6,9.6,9,-0.000512006,0.818083234,-0.318834081
fortis,14.9,67,20.2,12.1,10.3,9.7,-0.151542262,2.18598273,-0.649595864
fortis,16.7,67,18.9,12.1,10,9.4,-0.412716365,1.662976197,-0.384344726
fortis,15,65,18.5,12,10.2,9.9,-1.393204509,2.2739308,-0.756437051
fortis,17.4,70,19.3,11.8,10.4,9.5,0.516056873,1.979993923,-0.773280708
fortis,15.7,68,19.1,11.3,9.3,8.7,-0.358919643,0.206546149,-0.226477466
fortis,14.5,67,18.5,10.3,8.5,8,-1.14275809,-1.385975189,-0.141331751
fortis,16.1,68,18.9,11.5,9.9,9.6,-0.370064276,1.603373348,-0.779343452
fortis,17.5,71,18.6,11.9,10.3,9.5,0.354560507,1.932433184,-0.673107729
fortis,13.2,67,19.5,10.1,8.8,8.4,-0.921892684,-0.824724436,-0.567721479
fortis,16.5,68,19.6,12.1,9.85,9,0.093593415,1.158311459,-0.13703022
fortis,16.7,72,18.6,11.3,9.5,9.3,0.350029099,0.944275525,-0.586813858
fortis,11.3,65,18.9,9.7,7.5,7.5,-2.055075953,-2.820068459,0.167671787
fortis,16.65,69.5,19.7,11.15,9.45,9,0.458040723,0.569681022,-0.514363659
fortis,15.85,67.5,18.95,10.65,9.1,8.6,-0.494767031,-0.23667648,-0.47012375
fortis,14.7,65,18,10.3,8.9,8.2,-1.727758824,-0.883162323,-0.403248784
fortis,18.5,70,18.8,11.4,9.8,8.9,0.511787039,0.815940122,-0.473304463
fortis,15.6,68,18.8,11.7,9.7,9.3,-0.540778833,1.216458106,-0.441370769
fortis,15.9,69,20,11.3,10.1,8.9,0.347268759,1.017642704,-0.658560383
fortis,16.2,71,19.7,11.8,9.4,9,0.628181726,0.722961757,-0.118488124
fortis,16.55,69,20.1,11.55,9,9,0.553370939,0.340902608,-0.09240101
fortis,14.7,66,19.9,10.9,9,8.4,-0.541195781,-0.434501119,-0.191752359
fortis,17.4,70,18.5,11.5,9.4,9,0.094010363,0.634431205,-0.291382647
fortis,15.25,64.5,18.25,10.4,8.65,8.2,-1.558215962,-1.046329445,-0.2392636
fortis,14.4,68,20,10.1,8.7,8,-0.190810051,-1.290853713,-0.341677708
fortis,17.65,70,19.75,11.75,9.65,9.4,0.812437407,1.289942325,-0.437159855
fortis,15.4,66,19.2,10.1,8.1,7.9,-0.745344237,-1.850543835,-0.040553308
fortis,12.65,62.5,18.2,9.55,7.8,7.75,-2.566384495,-2.389959497,-0.161088825
fortis,13.6,63,18.3,9.7,8,8,-2.197405779,-1.948390905,-0.274413443
fortis,13.9,67,19.6,10,8.3,8.2,-0.70399463,-1.434118409,-0.320894482
fortis,15.2,69,18.7,11.3,8.9,8.5,-0.50369906,-0.296266717,0.035439567
fortis,15.7,70,18.8,11,9.3,9,-0.148781922,0.409809363,-0.536998715
fortis,14.9,69,18.3,10,8.2,8.5,-0.785497561,-1.219395565,-0.415979737
fortis,15,67,19.1,10.6,9.3,8.8,-0.708264464,0.097239449,-0.675773595
fortis,15.2,65.3,19.2,10.77,9.03,8.87,-0.921469541,0.007400484,-0.495050963
fortis,12.8,66,18.1,10,8.3,8,-1.939043653,-1.628647586,-0.229143332
fortis,17.1,70,19.5,12.3,10.1,9.7,0.550793255,2.090861253,-0.449249907
fortis,18.6,72,18.8,10.7,10,9.15,0.90378395,1.006672149,-1.076496896
fortis,14.7,69.5,18.6,9.85,8.6,8.2,-0.582312326,-1.247170918,-0.534966156
fortis,15.4,68,18.6,10.8,9.1,8.5,-0.693473958,-0.289675793,-0.337800913
fortis,14.7,69,20,10.6,9.2,8.9,0.064167776,0.117433116,-0.679107699
fortis,14,64.5,18.57,10.6,8.53,8.37,-1.684294216,-0.914444383,-0.150939297
fortis,16.6,65,18.8,10.7,9,8.6,-0.85746909,-0.29899231,-0.398766525
fortis,16.9,70,18.7,10.4,9.6,9,0.081563248,0.463961025,-1.010412173
fortis,15.6,64,18.1,10.7,8.9,8.2,-1.646879853,-0.765121587,-0.172722754
fortis,15.2,60,18.2,10,9,8.5,-2.425301358,-0.602828187,-0.756311504
fortis,15.8,65,18.4,9.7,8.6,8.2,-1.257226334,-1.291436194,-0.621413418
fortis,15.3,65,18.6,10.5,8.6,8.45,-1.269673449,-0.81219325,-0.275050294
fortis,16.8,69,19.7,10.7,9.3,8.7,0.401327056,0.029485045,-0.572266512
fortis,17.3,66,18.5,11,9.1,8.8,-0.66639171,0.061138341,-0.360164623
fortis,17.3,68,19.2,11,9.9,9.4,0.071304149,1.261293251,-0.97574984
fortis,16.5,72,19.9,10.9,9.3,8.8,0.98867118,0.185770002,-0.502879072
